item_id,not_eye_witness_in,not_eye_witness_out,informative_in,informative_out,y_in,y_out,y,tokens
407,3,0,3,0,3,0,0,rt datacenter massive flooding damage several nyc data center baement flooding hobble 75 broad datagram http //t.co/ntpwsj5z sandy
408,3,0,3,0,3,0,0,rt wsjny tappan zee bridge closed traffic 4 p.m. due wind gust could flip vehicle http //t.co/6oyalt1l sandy
409,3,0,2,1,2,1,0,lady trying sleep sandy try catadvice http //t.co/omd7somx
410,3,0,0,3,0,3,0,rt karooli increã­âble sandy arrastra do tiburones al metro_de nj foto http //t.co/v3ghmhyuã¤ã³â prayforusa
411,3,0,2,1,2,1,0,'ve pretty-much spared sandy 's wrath far ottawa sunny blustery today rainbow http //t.co/zcyr2gia
412,3,0,0,3,0,3,0,escalofriantes la imagenes del huracan sandy
413,3,0,0,3,0,3,0,excuse french fuck sandy hurricanesandy
414,2,1,1,2,0,3,0,ã¸_ã¸ã‚ 's surprising http //t.co/5lxssbys
415,3,0,3,0,3,0,0,rt ncaidsaction emergency preparedness people living hiv/aids aidsgov pas http //t.co/bv7w1unh sandy hiv aid cc riseuptohiv
416,2,1,0,3,0,3,0,rt shelbssnicole ohhh gosh sandy better cancel school lord help
417,3,0,2,1,2,1,0,rt johnfugelsang sandy cause major damage fema stand ready deliver soy latte nyc 's upper west side
418,3,0,3,0,3,0,0,rt txhomenet homeless new_yorkers face sandy without shelter 'i survive like http //t.co/cb751qbp
419,3,0,2,1,2,1,0,sandy shore 5. see shortly eye wall 1 hr shore
420,3,0,3,0,3,0,0,rt_twc_hurricane mayor_bloomberg 47000 w/o power nyc proper mainly queen staten island above-ground wire sandy
421,3,0,0,3,0,3,0,'if hurricane_sandy hit south africa government would rather spend r6 million rename hurricane miriam mahlangu
422,3,0,0,3,0,3,0,rt venndanismanlik geliyor..bã­_yã­_k fã›â±rtã›â±na kasã›â±rga..ama sandy den ã­_nce de irene vardã›â±..altã›â±n ne yaptã›â±petrol ne olduborsalar nasã›â±ldã›â±..bir hatã›â±rlayalã›â±m
423,5,0,3,2,3,2,0,net vs. knicks postponed thanks sandy
424,3,0,3,0,3,0,0,rt redcrossbloodnc thanks wccoel informing listener need blood donor sandy impacted national redcross blood supply
425,3,0,2,1,2,1,0,rt za1d deadly hurricane sandy.. nature violent yet beautiful http //t.co/rjwzrzvc
426,4,0,2,2,2,2,0,rt rachel__nichols many talk getting `` respect '' respect rt be_determined_ tomb_unknown soldier stay guarded thru sandy http //t.co/qwkogvu8
427,3,0,3,0,3,0,0,rt g_philly find pitch-in post-sandy http //t.co/vynrj5xu lgbt sandy doac nyc jerseyshore redcross
428,3,0,0,3,0,3,0,rt jornaloglobo obama e governador de nova jersey dizem para populaã­_ã­â£o fugir furacã­â£o sandy http //t.co/2ake2kvl
429,5,0,1,4,1,4,0,rt reidd14 thinking sandy halloween
430,3,0,0,3,0,3,0,notã­_cias site reã­_nem fotos furacã­â£o sandy postadas na web em tempo real http //t.co/lldfqbeo
431,3,0,3,0,3,0,0,kolhaolam sandy nyc subway system never faced disaster 108 yr existence 7 tunnel east river flooded 6 bus ga ...
432,3,0,0,3,0,3,0,rt salavatus _ã´ã£ã³_ã___âÿ_ã©ã£ã « ____ __ _âã£ã « ã£_-_â » __ã£ã³___âµ ___âµ ___âµ ã£â‰_ã__ __________ ___âÿã£â‰_âµ_ã©_âµ__ ___ã__ __ __ã£ã³ã£â†__ã£â___âµ _âÿã£âƒ __________ __ã£â_âµã£âƒ ___â±____ã£â‰_âÿ http //t.co/ilzbuqg9
433,3,0,2,1,2,1,0,rt newyorkphoto stay_strong new_york http //t.co/fmvc4pza sandy nyc hurricane /via alexmaragos
434,2,1,3,0,2,1,1,point pleasant beach resident left shaken sandy 's aftermath enlarge john munson/the star-ledger matt moor w ... http //t.co/fk7sqdwz
435,5,0,5,0,5,0,0,sandy-hit area struggle resume daily life million remains without_power east_coast take first cautious ... http //t.co/9ypzjqil
436,3,0,0,3,0,3,0,rt hartzprod trying get sun day ... sandy frakenstorm nyc eastriver http //t.co/jfru4kgq
437,4,0,2,2,2,2,0,cnn plan place one reporter dy live tv hurricane_sandy guy n't look totally safe ...
438,3,0,1,2,1,2,0,rt elisestefanec sandy 's one many.. http //t.co/pfspgyye
439,3,0,0,3,0,3,0,imagina com esse furaã­_ã­â£o `` sandy '' na transmissã­â£o de teen wolf ainda bem que seria esta de feria http //t.co/4omojm5i
440,3,0,2,1,2,1,0,everyone stay_safe east_coast believe people still walk around like nothing going sandy
441,3,0,3,0,3,0,0,photo aftermath superstorm_sandy http //t.co/u2ancd4j http //t.co/paofd8pz
442,3,0,3,0,3,0,0,rt thedailybeast bloomberg confirms 10 death nyc due_hurricane sandy say likely go news come http //t.co/gxkk3laj
443,3,0,0,3,0,3,0,rt victoriajustice 2 east_coast friend family affected_hurricane sandy ... sending u positive energy hoping u stay dry safe
444,3,0,1,2,1,2,0,washington analistas creen que la reacciã­_n del gobierno ante los efectos de sandy podrã­_a definir la cerrada elecciã­_n presidente
445,3,0,3,0,3,0,0,rt refinery29 nyc subway flooded worst damage 108 year service http //t.co/kfvwcuzq
446,3,0,2,1,2,1,0,rt occupywallst go outside meet neighbor talk share meal capitalism retreat community flourish sandy nyc
447,3,0,3,0,3,0,0,rt icap_columbiau light hurricane_sandy find prepare natural disaster living hiv http //t.co/kdtkyj5c
448,3,0,0,3,0,3,0,rt thepresobama named `` hurricane dallas cowboy '' would never touched sandy
449,3,0,0,3,0,3,0,rt hurricannesandy superstorm_sandy gon twerk da roof yo house
450,3,0,1,2,1,2,0,looking pic aftermath sandy ... 's heartbreaking see beautiful nyc lookin like _ã´ãã®_ã´ã–ã® hurricane_sandy
451,3,0,3,0,3,0,0,rt_twc_hurricane battery nyc 6 foot normal tide level rising rapidly sandy
452,3,0,0,3,0,3,0,rt sumitoestevez lo de_la tormenta sobre usa e realmente fuerte cnn estima que podrã­_a afectar 60 millones de persona http //t.co/clz6stna âœã§2 veces vzla
453,3,0,3,0,3,0,0,ã¤ã³ã¬ hurricannesandy r.i.p 65 victim lost life hurricane_sandy rt respect lt 3ã¤ã³â
454,3,0,1,2,1,2,0,hurricane_sandy ... 2012 ... .it make sense ... 're gunna die ã “ âã§ã “ âã§
455,3,0,0,3,0,3,0,eluniversal huracã­ã§n sandy azota con fuerza costa este de estados unidos http //t.co/zq9b1i7v eutitulares
456,3,0,0,3,0,3,0,rt rjshowah hurricane named snooki blew entire east_coast f*cked everyone jersey nyc sandy jerseyshore mtv
457,3,0,3,0,3,0,0,want volunteer help hurricane_sandy victim anyone know get involved please let know
458,3,0,3,0,3,0,0,landfall new_york city could get worst sandyã¤ã³â » wrath http //t.co/po1ixgaw via time
459,3,0,3,0,3,0,0,sandy rt nytimes 4 east river bridge closing 7pm nyc regional bridge road closure http //t.co/gqrtgzfk
460,3,0,0,3,0,3,0,rt leonzitroll le saviez-vous aux etats-unis la vitesse est limitã­â©e ã­ã¦ sandy sur autoroute
461,2,1,2,1,1,2,1,turn ottawa sandy http //t.co/ra8qivwc
462,3,0,1,2,1,2,0,think sandy messing phone signal ca_n't watch netflix shit _ã´â » â
463,3,0,3,0,3,0,0,rt caseyjohnston year 2200 new_york city flooded hurricane_sandy time http //t.co/la3n0esm
464,3,0,1,2,1,2,0,lightning side n't hear thunder hurricane_sandy
465,3,0,1,2,1,2,0,citizentvnews willisraburu see caught two sheep swept sandy
466,3,0,0,3,0,3,0,ihq semi f'n retarded http //t.co/rbwj19an
467,3,0,0,3,0,3,0,oh gosh praying family everyone else nyc sandy
468,3,0,0,3,0,3,0,therealjoelupo dude stay_safe hurricane_sandy
469,3,0,3,0,3,0,0,rt wolfejosh tribeca power gone nyc sandy sole light cop car http //t.co/rwsbbhug
470,3,0,0,3,0,3,0,surviving sandy http //t.co/hn2xvm43
471,3,0,0,3,0,3,0,rt juliswagbiebs tiburones en el_metro de new_jersey por el huracan sandy http //t.co/lmxkbv2z
472,2,1,3,0,2,1,1,look damage caused sandy http //t.co/fz0jlnsl slide show
473,3,0,0,3,0,3,0,quiero ser ruda entiendo q sandy acabo en ny ... pero nj le fue peor los noticieros estan enfocando su cobertura en ny solamente
474,3,0,0,3,0,3,0,catchdini hey nick well cause sandy arrive nyc friday hope u fool 's gold crew good deya
475,3,0,0,3,0,3,0,rt hurricannesandy dis bitch like `` 'm dying hurricane_sandy tweet '' 'm like dyin real life hoe
476,1,2,3,0,1,2,1,rt time nyc firefighter look collapsed crane_dangling building http //t.co/8abqk4sc sandy
477,3,0,3,0,3,0,0,else fails || hurricane snapseed sandy nyc one57 newyorkcity brooklyn central park west http //t.co/1jaqdipw
478,4,0,0,4,0,4,0,sandy paso por mi pieza la semana pasada mmmhmmmm
479,3,0,0,3,0,3,0,paraherâã´eymi completely n't comprehend kind http //t.co/quysiyil
480,3,0,0,3,0,3,0,apparently need stock grocery get thunder buddy cause hurricane_sandy real
481,3,0,2,1,2,1,0,rt 2myfuturewife humbling image 's soldier guarding tomb_unknown soldier hurricane_sandy powerful http //t.co/pel2ki5q
482,3,0,3,0,3,0,0,rt dianesawyer shocking water level path station downtown nyc water stretching back 5 mi nj sandy http //t.co/vhgb4kdz
483,3,0,3,0,3,0,0,rt kevin_ashton brilliant information design nytimes damage sandy graphic http //t.co/asjas4dn
484,3,0,1,2,1,2,0,sandy ai_n't shit got ta go work today ... ... thefuck http //t.co/3uofnprc
485,2,1,1,2,1,2,0,'re back baby feeling pride team come together help customer hurricane_sandy thank
486,3,0,0,3,0,3,0,biebermcfadden lol stupid sandy -.-
487,3,0,3,0,3,0,0,rt tonybaer mta restoring nyc bus svc 5p tonite subway le definite come back piece mta great job keeping bustrains dry sandy
488,3,0,3,0,3,0,0,hospital battled protect patient sandy raged http //t.co/sgxk2vtq via yahoonews
489,3,0,3,0,3,0,0,rt jonahnro obama situation room sandy similar photo benghazi unavailable http //t.co/hqwx4sij
490,3,0,0,3,0,3,0,nyc omg dislike men http //t.co/elbxbpyt
491,3,0,0,3,0,3,0,rt dannyerts hurricane_sandy start 2012 thing
492,3,0,3,0,3,0,0,latest figure con ed 509000 nyc customer without_power roughly 17 total customer city sandy
493,3,0,3,0,3,0,0,rt cnnkimsegal sandy 108 storm related death 40 usa 67 caribbean 1 canada cnn
494,3,0,3,0,3,0,0,rt warrenellis reminder donate red_cross `` wherever need greatest '' http //t.co/iinlvgzt sandy nyc nj
495,2,1,2,1,1,2,1,nyse opening bell wall street reopens sandy http //t.co/tpgfm6u7
496,1,2,3,0,1,2,1,rt ranaah34 police closed street ca_n't see 's happening though 's sooo windy unsafe outside sandy sandyny http //t.co/nosi4pur
497,3,0,3,0,3,0,0,sandy update 5.9 million customer without_power 15 state washington dc cnn report http //t.co/rfpxw9hz
498,3,0,3,0,3,0,0,hurricane_sandy casualty westside amsterdam nyc richdaley rspserge toriflavour therealnyche http //t.co/vt4h4trj
499,3,0,2,1,2,1,0,sandy impact inbend oregon visitcentralor web host server located 111 8th avenue nyc server site http //t.co/drzrh42n
500,3,0,2,1,2,1,0,genuine nj resiliency sandy newjersey http //t.co/rikjtpxc
501,3,0,3,0,3,0,0,call u 24/7 888-708-5013 emergency shelter supply hurricane_sandy http //t.co/sa0rfk2k
502,3,0,0,3,0,3,0,rt cloydrivers cranked national anthem climbed roof pointed sky crotch chopped yelled `` suck sandy color n't run ''
503,3,0,3,0,3,0,0,giant make schedule adjustment hurricane_sandy looming jorge castillo/the star-led ... http //t.co/2lpgoduh nyg giant gmen
504,3,0,3,0,3,0,0,storm sandy cancel flight u http //t.co/4tzbcxv6
505,3,0,3,0,3,0,0,breaking sandy barrel toward new_jersey coast http //t.co/k6rxyx8a hurricanesandy
506,3,0,2,1,2,1,0,nyc cab sandy ... .. http //t.co/uvrforwg
507,3,0,3,0,3,0,0,nyc mayor_bloomberg offering update city 's response sandy tune http //t.co/qwzpbehv
508,2,1,3,0,2,1,1,rt huffingtonpost mayor_bloomberg 76 shelter opened remain open today sandy nyc
509,3,0,0,3,0,3,0,amen rt eccentrixbreeze pray sandy decides chill anymore damage
510,3,0,1,2,1,2,0,rt ciro_negrin canarias empieza vivir su sandy particular littlesandy
511,3,0,0,3,0,3,0,sandy please nice loved one nyc
512,3,0,0,3,0,3,0,rt essesfadoliam gente dando forã­_a pro estados unidos e uma americana idiota falando que quem merecia sandy era gente
513,3,0,3,0,3,0,0,rt gma 46 mile track nyc subway system underwater via chriscuomo sandy
514,4,1,5,0,4,1,1,rt boingboing video flooded nyc east 8th street avenue c blackout sandy http //t.co/jwjn6xdz
515,6,0,4,2,4,2,0,rt dakreek shark popping new_jersey street ... sandy http //t.co/swlbiyp2
516,3,0,0,3,0,3,0,northernmner yep http //t.co/z9svaqb1 need never purchase anyone sandy promotion/sale
517,3,0,1,2,1,2,0,sandy osama roaring sea u
518,4,0,0,4,0,4,0,followback may individual assist fix specific http //t.co/ojgwgpnt
519,3,0,0,3,0,3,0,spent good 15 minute staring picture nj nyc holymoly sandy
520,3,0,0,3,0,3,0,rt alanashby guy wrote flood hurricane_sandy also mean yes see future
521,3,0,2,1,2,1,0,rt taylor98hannah joshdevinedrums safe guy sandy nyc besafe
522,3,0,3,0,3,0,0,breeze point got destroyed sandy
523,3,0,3,0,3,0,0,rt nbcnews six-alarm blaze rip 50 house queen ny sandy batter east_coast http //t.co/v1v0rbsy
524,3,0,0,3,0,3,0,iã£ã³_âµ_______âµ___ã‡ã£â€ã£_ perhaps sexual intercourse ended good specific http //t.co/yusppyeh
525,2,1,3,0,2,1,1,cleaning riverside park whole bike path submerged last_night sandy aftermath http //t.co/pqyakkhm
526,3,0,3,0,3,0,0,bad news nyc gay summer gt latest update sandy devastates fire island edge net via edgeonthenet
527,3,0,0,3,0,3,0,rt elluismaestonto el_huracã­ã§n sandy pasa por eeuu sale en todos los medios âœã‹alguien sabã­_a que ante habã­_a pasado por haitã­_ por cuba eso lo cuentan ...
528,3,0,0,3,0,3,0,rt ceostark path stay_strong helping path thank sandy
529,3,0,3,0,3,0,0,rt businessinsider car boat destroyed sandy voyage atlanti ... http //t.co/frjuty7h philippine
530,3,0,1,2,1,2,0,rt raiseasail sandy affect nyc people gosh ...
531,3,0,0,3,0,3,0,people saying sandy `` soft '' need appreciate little thing life like 's free taco day taco bell like
532,3,0,0,3,0,3,0,rt zachbraff last time got screwed sandy bad bought ticket `` blind side ''
533,3,0,2,1,2,1,0,instagram photo show sandy 's drenching path http //t.co/udndw8si
534,3,0,2,1,2,1,0,wow look crane_collapse top one57 -- new building tall empire_state building central park south http //t.co/z5fkksba
535,3,0,0,3,0,3,0,rt santaklofft23 happy n't school tomorrow sandy help u
536,3,0,1,2,1,2,0,wheresandrew u looking forward getting home hope ur place safely danger sandy would adventure
537,3,0,2,1,2,1,0,case missed hurricane_sandy british medium ignored caribbean victim http //t.co/ovwe7fkj
538,3,0,2,1,2,1,0,picture 've seen nyc jersey_shore devastating thinking guy sandy
539,3,0,2,1,2,1,0,sandy international space station http //t.co/1r9oufdr look pretty intense underneath right tell ht fqxi
540,3,0,3,0,3,0,0,space shuttle enterprise damaged superstorm_sandy pic http //t.co/uo03rrd8
541,2,1,3,0,2,1,1,rt vegasbill tour hurricane_sandy damage new_york 's upper west side http //t.co/gcrusnno via businessinsider nyc
542,3,0,0,3,0,3,0,10 fotos falsas del_huracã­ã§n sandy http //t.co/oscdyap0
543,3,0,3,0,3,0,0,tid inno update mashable medium summit rescheduled due_hurricane sandy http //t.co/hq60zjtj
544,3,0,0,3,0,3,0,nathanfillion sandy joke tweet posted right another tweet nyc crane collapsing well done
545,3,0,0,3,0,3,0,regeerakkoord sandy ... ik ga gewoon de doen maandagavond
546,3,0,3,0,3,0,0,rt skynewsbreak afp president_obama declares 'major disaster new_york storm sandy
547,2,1,0,3,0,3,0,rt astro_suni hope_everyone ok storm saw sandy flight path yesterday vantage point i http //t.co/kfxxl90c
548,3,0,0,3,0,3,0,usimmigration0 rat ... huffpo server sandy bitch
549,3,0,3,0,3,0,0,rt alexjamesfitz rt achorowitz 630-1030 pm worst storm nyc say bloomberg nyc sandy
550,3,0,3,0,3,0,0,rt nytimes transplant patient 's nerve-racking evacuation nyu hospital http //t.co/8ksqm9tt
551,3,0,2,1,2,1,0,realdonaldtrump holding relief donation victim sandy hostage classy
552,3,0,0,3,0,3,0,jã­â©jeje huracã­ã§n sandy chinguense pã­_tos ahora quien le van echar la culpa pinch come hamburguesas
553,3,0,3,0,3,0,0,rt presidentloh university maryland college park closed tomorrow tuesday due_hurricane sandy stay_safe look
554,2,1,2,1,1,2,1,sandy power highfive
555,3,0,0,3,0,3,0,rt lewskii_21 hurricane katrina hurricane irene hurricane sandy.. happened hurricane chris aye bay bay
556,3,0,0,3,0,3,0,itsjilljensen also visit nyc often 's show 'll excuse go _ã´ã–ã– heart break 4 cause sandy
557,2,1,3,0,2,1,1,hurricane_sandy may flooded east_coast taken tree killed power heywire running strong
558,3,0,0,3,0,3,0,alucinante tiburones en el_metro de nyc sandy http //t.co/ar4it6gt
559,3,0,3,0,3,0,0,rt redcross immediate need shelter please visit http //t.co/pgxt83by locate nearest option shelter sandy
560,3,0,1,2,1,2,0,hurricane_sandy ... jajajajajajaj http //t.co/4crycbcu
561,3,0,1,2,1,2,0,work van feel like blowing away ... sandy
562,3,0,0,3,0,3,0,rt suzygray23 hurricane_sandy please cancel class
563,4,0,2,2,2,2,0,still ai_n't going school tomorrow gt rt '' nygovcuomo correction subway starting tomorrow morning 2pm today sandy ''
564,3,0,0,3,0,3,0,rt lord_voldemort7 star war 7. people thought hurricane_sandy going biggest disaster announced week
565,3,0,0,3,0,3,0,essa semana estou sentindo maior hipster da depressã­â£o com esse apelido internã­â©rdico e enunciador de cataclismas desde 2006
566,3,0,2,1,2,1,0,wonder charter school got schhol tomarrow hope sandy come lol
567,3,0,0,3,0,3,0,enviamos los mejores deseos todos aquellos que se encuentran en ã­ã§reas afectadas por el_huracã­ã§n sandy
568,3,0,3,0,3,0,0,tingookids http //t.co/kwtanlwu wire superstorm_sandy 's trail destruction nyc strangely quiet ... san jo ... http //t.co/ddirzayj
569,3,0,3,0,3,0,0,rt breakingstorm video aerial view seaside height new_jersey coastline hurricane_sandy thenationalguard youtube http //t.co/cgay0ka5
570,3,0,3,0,3,0,0,rt whsvabruner harrisonburg school closed tomorrow sandy whsv
571,5,1,2,4,1,5,0,holed nyc bar australian honeymooner simon getoutsideau simone pollard wait sandy http //t.co/pvkb4htk staysafe
572,3,0,0,3,0,3,0,power flickered damn sandy
573,3,0,1,2,1,2,0,rt shutup_brooke hurricane_sandy parody account stupid
574,2,1,3,0,2,1,1,weathering storm reporting hudson river sandy approach nyc sandy cuj13 http //t.co/rhsfnoad
575,3,0,0,3,0,3,0,hope friend get home america safely sandy
576,2,1,2,1,2,1,1,saw sandy looked like ground 's looked like space http //t.co/lmhek20x via jaketapper
577,3,0,3,0,3,0,0,follow bbc radio merseyside today 5.02pm brit trapped nyc sandy http //t.co/kvdjan1d
578,3,0,3,0,3,0,0,rt ctvnews update hurricane_sandy advance u.s. coastal city faster expected http //t.co/meh6sicr
579,3,0,2,1,2,1,0,mashable medium summit rescheduled due_hurricane sandy seen past day hurrica ... http //t.co/fwdyzfdu
580,3,0,0,3,0,3,0,rt fetcheves cã­ã§mara en vivo nyc esperando sandy http //t.co/kako6ndd
581,3,0,2,1,2,1,0,rt julie_lindsey tomb_unknown soldier guarded sandy respect http //t.co/oscqirsc ''
582,3,0,3,0,3,0,0,nyc entrepreneur stand hurricane_sandy local business tech startup look creative way ... http //t.co/hd1eo9w6
583,3,0,1,2,1,2,0,rt alexmaragos stay_strong new_york sandy nyc http //t.co/menixeho
584,3,0,3,0,3,0,0,rt hurricanenbc10 sandy clearly worst natural disaster nj history ... nyc well total damage probably ten billion
585,3,0,0,3,0,3,0,fact 'm calling hurricane mom sandy hurricanesong hurricanemom
586,2,1,3,0,2,1,1,rt_twc_hurricane mt nygovcuomo entrance battery park flooded nyc dot truck seen submerged http //t.co/90ts0xac sandy
587,3,0,2,1,2,1,0,rt craiguito thepoke hurricane_sandy 's early warning system http //t.co/ahyfsnmc
588,5,0,3,2,3,2,0,hilarious mt etepkcalb nyc flood care guess burough depicted photo sandy http //t.co/pts1emup
589,3,0,3,0,3,0,0,rt leahremini red_cross asking anyone -donate blood across america 3000 unit short also text dono 'red cross 90999 sandy
590,3,0,0,3,0,3,0,_ã´ã–â± rt karivanhorn oh.my.wow `` davidortiz god take ... http //t.co/qgo4z6xp '' sandy
591,3,0,3,0,3,0,0,hospital battled protect patient sandy raged new_york reuters one new_york hospital backup ... http //t.co/bhvcsrcc
592,3,0,0,3,0,3,0,rt therealroseanne sandy real bitch-
593,2,1,3,0,2,1,1,route 16 closed natick wellesley college hurricane_sandy pummels region http //t.co/ue2fvyus bosandy bostondotcom
594,3,0,2,1,2,1,0,wow hope_everyone safe damage look serious ã¤ã³ã¬ mrrich hurricane_sandy wreaking havoc nyc landmark http //t.co/evegpa0oã¤ã³â
595,3,0,0,3,0,3,0,rt climaxxdgaf ok hurricane_sandy tweet done funny anymore -.-
596,3,0,0,3,0,3,0,rt asterzephyrisis wish hurricane_sandy would pick obama romney maybe wall street dump giant pile trash pacific ocean
597,2,1,1,2,1,2,0,safe sound bronx damage still power far catching news sandy effect devastated nyc
598,3,0,1,2,1,2,0,obiakumazi guy get hurricane_sandy dey scatter window
599,3,0,0,3,0,3,0,rt jenramos thankful live ues nyc sandy
600,2,1,2,1,1,2,0,nyc sewer old subway tunnel filled pink sludge http //t.co/grda49w9 sandy
601,1,2,1,2,1,2,0,real_liam_payne 'm sitting dark tweeting hurricane_sandy would want follow
602,3,0,1,2,1,2,0,screw hurricane_sandy delaying package shit
603,3,0,3,0,3,0,0,rt igolop hurricane_sandy way nyc banjo http //t.co/q8oju6x5
604,3,0,0,3,0,3,0,awesome sandy `` 7 healthy home office yoga pose '' http //t.co/fxeybej6
605,3,0,3,0,3,0,0,donnie wahlberg celebs tweet hurricane_sandy destruction http //t.co/su8zxsqp
606,3,0,1,2,1,2,0,bad fed n't green solyndra type money help victim sandy
607,3,0,2,1,2,1,0,rt nycmayorsoffice_mayor bloomberg update new_yorkers sandy 10 live http //t.co/wl7rgw1h
608,3,0,0,3,0,3,0,rt ahurricanesandy mah name sandy tho 'm dat lesbian squirrel spongebob
609,3,0,3,0,3,0,0,rt huffingtonpost mayor_bloomberg public transportation likely remain closed tomorrow sandy nyc
610,3,0,2,1,2,1,0,nyu dorm required evacuate 3pm tomorrow ... oy vey ... attempting get grandparent place bk 2mrw morning sandy
611,3,0,0,3,0,3,0,live advance tech world still ca_n't figure traffic light system sad almost sad sandy
612,3,0,3,0,3,0,0,hurricane_sandy split energy market gasoline spike refinery outage http //t.co/g9e2ejtp business
613,3,0,2,1,2,1,0,rt danvmathews even trying compassionate total morality fail 50+ dead haiti alone unworthyvictims http //t.co/wi25a0rx http //t.co/hmljiixd
614,3,0,3,0,3,0,0,rt danielsquadron rt jimog important nyc bridge open general traffic driver city id firefighter paramedic etc wnyc sandy
615,3,0,1,2,1,2,0,venus=love/money uranus=unpredictability sudden impulse relate spend sudden expenditure come hmm b/c sandy
616,3,0,2,1,2,1,0,rush thereã¤ã³â » nothing obama postpone election hurricane_sandy fox nation http //t.co/z75iauxp
617,3,0,3,0,3,0,0,rt 69news snowshoe mtn resort w. va. sent photo sandy snow 19 inch far maybe 2 foot still come http //t.co/x1gohs5l
618,3,0,3,0,3,0,0,colorlines 's going fix nyc subway hurricane_sandy black latino http //t.co/uwuud0m3- great article read sandy
619,3,0,3,0,3,0,0,superstorm_sandy wreck havoc across u east_coast death toll ... http //t.co/k1h2jcug newyorkcity tragedy
620,2,1,0,3,0,3,0,sandy blew yesterday cuz cuz kaiser cancelled appointment find mookie gender
621,3,0,1,2,1,2,0,internetã¤ã³â » working really slow sandy-related
622,3,0,3,0,3,0,0,jonathanrknight ã¤ã³ã¬ bbcbreaking crane hanging beside skyscraper nyc hurricane_sandy approach picture http //t.co/pdnrfyboã¤ã³â
623,3,0,0,3,0,3,0,rt oss3y schaserr suzie small sandy
624,1,2,3,0,1,2,1,rt alisonwallaceee n't care spoiled sound yacht club underwater im fucking freaking sandy girl 'd beat shit
625,3,0,0,3,0,3,0,rt lord_g_almighty long god go bobbing big apple sandy
626,3,0,0,3,0,3,0,rt jajaja gokumeme `` eleve mucho mi ki cree el_huracã­ã§n sandy sorry new_york ''
627,2,1,2,1,1,2,1,oh sandy nyc http //t.co/s1uxiqoc
628,2,1,2,1,1,2,1,befriending sandy atreagan http //t.co/1k4p053z
629,2,1,0,3,0,3,0,sandy work outside makeitnasty
630,3,0,3,0,3,0,0,travel alert hurricane_sandy travel update monday oct. 29 2012 ã¤ã³ã± 6:00pm pdt trafalgar c ... http //t.co/pwl728rx cruisewithbruce
631,3,0,0,3,0,3,0,sandy better take break halloween want candy ..
632,3,0,2,1,2,1,0,rt katielinendoll officially starting look_like ghostbusters outside nyc sandy
633,3,0,1,2,1,2,0,rt _fukyofeelins sandy http //t.co/cni1eqa5
634,3,0,2,1,2,1,0,rt alinachocnn tune latest crane_collapse 515pmet join wolfblitzer cnnsitroom cnn sandy
635,3,0,3,0,3,0,0,rt thinkprogress bush 's fema director michael brown criticizes obama responding sandy `` quickly '' http //t.co/bf1pz67m nottheonion
636,3,0,2,1,2,1,0,vã­_a fb dont wait till late plz convince elderly check ill warn rest atlanticcity sandy http //t.co/nlouwrvd
637,3,0,0,3,0,3,0,rt crizzydrake hurricane_sandy tweet getting weak
638,3,0,3,0,3,0,0,sandy sputter pennsylvania million_without power town sloshing floodwaters mass transit ... http //t.co/b83wzaou
639,3,0,3,0,3,0,0,rt taroar holy shit ... sandy rt roserambles amazeballs pic sandy coming nyc frankenstorm http //t.co/yltop7sq
640,3,0,3,0,3,0,0,double_rainbow shine nyc superstorm_sandy storm rainbow double_rainbow actuall ... http //t.co/50pls5az
641,3,0,0,3,0,3,0,hurricane_sandy tweet funny ..
642,3,0,0,3,0,3,0,rt klarilis sandy sã­_lo quiere un danny zuko que la quiera
643,3,0,3,0,3,0,0,rt nwsboston house foundation due storm_surge row carpenter beach charlestown ri riwx stormsurge sandy http //t.co/vugtk7ez
644,3,0,2,1,2,1,0,sandy nyc http //t.co/kpxtprwp rt killermince frankenstorm robynmcilwain katemcilwain12 clairemcilwain
645,3,0,3,0,3,0,0,rt nycmayorsoffice_mayor nyc_buildings inspecting crane 57th street building may impacted sandy
646,3,0,3,0,3,0,0,wake sandy magoon park http //t.co/qkbvukez
647,3,0,1,2,1,2,0,nyc financial district disaster long sandy
648,3,0,1,2,1,2,0,real_liam_payne follow liam die bc hurricane_sandy xx90
649,3,0,2,1,2,1,0,rt ajhalls1 latest image new_york sandy hit http //t.co/e7p9zyfv lt hahahahaha
650,3,0,0,3,0,3,0,feel like hurricane_sandy oging give everyone reason say world ending december
651,3,0,0,3,0,3,0,heeft sandy nederland som bereikt
652,3,0,0,3,0,3,0,oh sandy ...
653,3,0,0,3,0,3,0,rt cloydrivers hurricane_sandy n't want none merica ai_n't scared
654,3,0,3,0,3,0,0,rt alyssa_milano time-lapse new_york city sky sandy watch http //t.co/0ox5cpzu /via theatlantic cubfancurt
655,3,0,1,2,1,2,0,rt tpain thought_prayer everybody east_coast affected_hurricane sandy safe people
656,3,0,3,0,3,0,0,rt forefrontnyc pressing need time volunteer multiple location see http //t.co/jkn50gql detail
657,3,0,0,3,0,3,0,know 's done damage hurt people love sandy frankenstorm got jury duty morning
658,3,0,2,1,2,1,0,late night jimmy fallon hurricane_sandy cold open monologue http //t.co/xhjf8bkx via youtube lol
659,3,0,0,3,0,3,0,c supone q deberã­_a estar en nyc en estos momentos x azahares del destino voy camino santiago x algo pasan la cosas salve de sandy
