item_id,not_eye_witness_in,not_eye_witness_out,informative_in,informative_out,y_in,y_out,y,tokens
470,3,0,0,3,0,3,0,surviving sandy tcohn2xvm43
471,3,0,0,3,0,3,0, juliswagbiebs tiburones en elmetro de newjersey por el huracan sandy tcolmxkbv2z
472,2,1,3,0,2,1,1,look damage caused sandy tcofz0jlnsl slide show
473,3,0,0,3,0,3,0,quiero ser ruda entiendo q sandy acabo en ny  pero nj le fue peor los noticieros estan enfocando su cobertura en ny solamente
474,3,0,0,3,0,3,0,catchdini hey nick well cause sandy arrive nyc friday hope u fool s gold crew good deya
475,3,0,0,3,0,3,0, hurricannesandy dis bitch like  m dying hurricanesandy tweet  m like dyin real life hoe
476,1,2,3,0,1,2,1, time nyc firefighter look collapsed cranedangling building tco8abqk4sc sandy
477,3,0,3,0,3,0,0,else fails  hurricane snapseed sandy nyc one57 newyorkcity brooklyn central park west tco1jaqdipw
478,4,0,0,4,0,4,0,sandy paso por mi pieza la semana pasada mmmhmmmm
479,3,0,0,3,0,3,0,parahereymi completely nt comprehend kind tcoquysiyil
480,3,0,0,3,0,3,0,apparently need stock grocery get thunder buddy cause hurricanesandy real
481,3,0,2,1,2,1,0, 2myfuturewife humbling image s soldier guarding tombunknown soldier hurricanesandy powerful tcopel2ki5q
482,3,0,3,0,3,0,0, dianesawyer shocking water level path station downtown nyc water stretching back 5 mi nj sandy tcovhgb4kdz
483,3,0,3,0,3,0,0, kevinashton brilliant information design nytimes damage sandy graphic tcoasjas4dn
484,3,0,1,2,1,2,0,sandy aint shit got ta go work today   thefuck tco3uofnprc
485,2,1,1,2,1,2,0,re back baby feeling pride team come together help customer hurricanesandy thank
486,3,0,0,3,0,3,0,biebermcfadden lol stupid sandy 
487,3,0,3,0,3,0,0, tonybaer mta restoring nyc bus svc 5p tonite subway le definite come back piece mta great job keeping bustrains dry sandy
488,3,0,3,0,3,0,0,hospital battled protect patient sandy raged tcosgxk2vtq via yahoonews
489,3,0,3,0,3,0,0, jonahnro obama situation room sandy similar photo benghazi unavailable tcohqwx4sij
490,3,0,0,3,0,3,0,nyc omg dislike men tcoelbxbpyt
491,3,0,0,3,0,3,0, dannyerts hurricanesandy start 2012 thing
492,3,0,3,0,3,0,0,latest figure con ed 509000 nyc customer withoutpower roughly 17 total customer city sandy
493,3,0,3,0,3,0,0, cnnkimsegal sandy 108 storm related death 40 usa 67 caribbean 1 canada cnn
494,3,0,3,0,3,0,0, warrenellis reminder donate redcross  wherever need greatest  tcoiinlvgzt sandy nyc nj
495,2,1,2,1,1,2,1,nyse opening bell wall street reopens sandy tcotpgfm6u7
496,1,2,3,0,1,2,1, ranaah34 police closed street cant see s happening though s sooo windy unsafe outside sandy sandyny tconosi4pur
497,3,0,3,0,3,0,0,sandy update 59 million customer withoutpower 15 state washington dc cnn report tcorfpxw9hz
498,3,0,3,0,3,0,0,hurricanesandy casualty westside amsterdam nyc richdaley rspserge toriflavour therealnyche tcovt4h4trj
499,3,0,2,1,2,1,0,sandy impact inbend oregon visitcentralor web host server located 111 8th avenue nyc server site tcodrzrh42n
500,3,0,2,1,2,1,0,genuine nj resiliency sandy newjersey tcorikjtpxc
501,3,0,3,0,3,0,0,call u 247 8887085013 emergency shelter supply hurricanesandy tcosa0rfk2k
502,3,0,0,3,0,3,0, cloydrivers cranked national anthem climbed roof pointed sky crotch chopped yelled  suck sandy color nt run 
503,3,0,3,0,3,0,0,giant make schedule adjustment hurricanesandy looming jorge castillothe starled  tco2lpgoduh nyg giant gmen
504,3,0,3,0,3,0,0,storm sandy cancel flight u tco4tzbcxv6
505,3,0,3,0,3,0,0,breaking sandy barrel toward newjersey coast tcok6rxyx8a hurricanesandy
506,3,0,2,1,2,1,0,nyc cab sandy   tcouvrforwg
507,3,0,3,0,3,0,0,nyc mayorbloomberg offering update city s response sandy tune tcoqwzpbehv
508,2,1,3,0,2,1,1, huffingtonpost mayorbloomberg 76 shelter opened remain open today sandy nyc
509,3,0,0,3,0,3,0,amen rt eccentrixbreeze pray sandy decides chill anymore damage
510,3,0,1,2,1,2,0, cironegrin canarias empieza vivir su sandy particular littlesandy
511,3,0,0,3,0,3,0,sandy please nice loved one nyc
512,3,0,0,3,0,3,0, essesfadoliam gente dando fora pro estados unidos e uma americana idiota falando que quem merecia sandy era gente
513,3,0,3,0,3,0,0, gma 46 mile track nyc subway system underwater via chriscuomo sandy
514,4,1,5,0,4,1,1, boingboing video flooded nyc east 8th street avenue c blackout sandy tcojwjn6xdz
515,6,0,4,2,4,2,0, dakreek shark popping newjersey street  sandy tcoswlbiyp2
516,3,0,0,3,0,3,0,northernmner yep tcoz9svaqb1 need never purchase anyone sandy promotionsale
517,3,0,1,2,1,2,0,sandy osama roaring sea u
518,4,0,0,4,0,4,0,followback may individual assist fix specific tcoojgwgpnt
519,3,0,0,3,0,3,0,spent good 15 minute staring picture nj nyc holymoly sandy
520,3,0,0,3,0,3,0, alanashby guy wrote flood hurricanesandy also mean yes see future
521,3,0,2,1,2,1,0, taylor98hannah joshdevinedrums safe guy sandy nyc besafe
522,3,0,3,0,3,0,0,breeze point got destroyed sandy
523,3,0,3,0,3,0,0, nbcnews sixalarm blaze rip 50 house queen ny sandy batter eastcoast tcov1v0rbsy
524,3,0,0,3,0,3,0,i perhaps sexual intercourse ended good specific tcoyusppyeh
525,2,1,3,0,2,1,1,cleaning riverside park whole bike path submerged lastnight sandy aftermath tcopqyakkhm
526,3,0,3,0,3,0,0,bad news nyc gay summer gt latest update sandy devastates fire island edge net via edgeonthenet
527,3,0,0,3,0,3,0, elluismaestonto elhuracn sandy pasa por eeuu sale en todos los medios alguien saba que ante haba pasado por hait por cuba eso lo cuentan 
528,3,0,0,3,0,3,0, ceostark path staystrong helping path thank sandy
529,3,0,3,0,3,0,0, businessinsider car boat destroyed sandy voyage atlanti  tcofrjuty7h philippine
530,3,0,1,2,1,2,0, raiseasail sandy affect nyc people gosh 
531,3,0,0,3,0,3,0,people saying sandy  soft  need appreciate little thing life like s free taco day taco bell like
532,3,0,0,3,0,3,0, zachbraff last time got screwed sandy bad bought ticket  blind side 
533,3,0,2,1,2,1,0,instagram photo show sandy s drenching path tcoudndw8si
534,3,0,2,1,2,1,0,wow look cranecollapse top one57  new building tall empirestate building central park south tcoz5fkksba
535,3,0,0,3,0,3,0, santaklofft23 happy nt school tomorrow sandy help u
536,3,0,1,2,1,2,0,wheresandrew u looking forward getting home hope ur place safely danger sandy would adventure
537,3,0,2,1,2,1,0,case missed hurricanesandy british medium ignored caribbean victim tcoovwe7fkj
538,3,0,2,1,2,1,0,picture ve seen nyc jerseyshore devastating thinking guy sandy
539,3,0,2,1,2,1,0,sandy international space station tco1r9oufdr look pretty intense underneath right tell ht fqxi
540,3,0,3,0,3,0,0,space shuttle enterprise damaged superstormsandy pic tcouo03rrd8
541,2,1,3,0,2,1,1, vegasbill tour hurricanesandy damage newyork s upper west side tcogcrusnno via businessinsider nyc
542,3,0,0,3,0,3,0,10 fotos falsas delhuracn sandy tcooscdyap0
543,3,0,3,0,3,0,0,tid inno update mashable medium summit rescheduled duehurricane sandy tcohq60zjtj
544,3,0,0,3,0,3,0,nathanfillion sandy joke tweet posted right another tweet nyc crane collapsing well done
545,3,0,0,3,0,3,0,regeerakkoord sandy  ik ga gewoon de doen maandagavond
546,3,0,3,0,3,0,0, skynewsbreak afp presidentobama declares major disaster newyork storm sandy
547,2,1,0,3,0,3,0, astrosuni hopeeveryone ok storm saw sandy flight path yesterday vantage point i tcokfxxl90c
548,3,0,0,3,0,3,0,usimmigration0 rat  huffpo server sandy bitch
549,3,0,3,0,3,0,0, alexjamesfitz rt achorowitz 6301030 pm worst storm nyc say bloomberg nyc sandy
550,3,0,3,0,3,0,0, nytimes transplant patient s nerveracking evacuation nyu hospital tco8ksqm9tt
551,3,0,2,1,2,1,0,realdonaldtrump holding relief donation victim sandy hostage classy
552,3,0,0,3,0,3,0,jjeje huracn sandy chinguense ptos ahora quien le van echar la culpa pinch come hamburguesas
553,3,0,3,0,3,0,0, presidentloh university maryland college park closed tomorrow tuesday duehurricane sandy staysafe look
554,2,1,2,1,1,2,1,sandy power highfive
555,3,0,0,3,0,3,0, lewskii21 hurricane katrina hurricane irene hurricane sandy happened hurricane chris aye bay bay
556,3,0,0,3,0,3,0,itsjilljensen also visit nyc often s show ll excuse go  heart break 4 cause sandy
557,2,1,3,0,2,1,1,hurricanesandy may flooded eastcoast taken tree killed power heywire running strong
558,3,0,0,3,0,3,0,alucinante tiburones en elmetro de nyc sandy tcoar4it6gt
559,3,0,3,0,3,0,0, redcross immediate need shelter please visit tcopgxt83by locate nearest option shelter sandy
560,3,0,1,2,1,2,0,hurricanesandy  jajajajajajaj tco4crycbcu
561,3,0,1,2,1,2,0,work van feel like blowing away  sandy
562,3,0,0,3,0,3,0, suzygray23 hurricanesandy please cancel class
563,4,0,2,2,2,2,0,still aint going school tomorrow gt rt  nygovcuomo correction subway starting tomorrow morning 2pm today sandy 
564,3,0,0,3,0,3,0, lordvoldemort7 star war 7 people thought hurricanesandy going biggest disaster announced week
565,3,0,0,3,0,3,0,essa semana estou sentindo maior hipster da depresso com esse apelido internrdico e enunciador de cataclismas desde 2006
566,3,0,2,1,2,1,0,wonder charter school got schhol tomarrow hope sandy come lol
567,3,0,0,3,0,3,0,enviamos los mejores deseos todos aquellos que se encuentran en reas afectadas por elhuracn sandy
568,3,0,3,0,3,0,0,tingookids tcokwtanlwu wire superstormsandy s trail destruction nyc strangely quiet  san jo  tcoddirzayj
569,3,0,3,0,3,0,0, breakingstorm video aerial view seaside height newjersey coastline hurricanesandy thenationalguard youtube tcocgay0ka5
570,3,0,3,0,3,0,0, whsvabruner harrisonburg school closed tomorrow sandy whsv
571,5,1,2,4,1,5,0,holed nyc bar australian honeymooner simon getoutsideau simone pollard wait sandy tcopvkb4htk staysafe
572,3,0,0,3,0,3,0,power flickered damn sandy
573,3,0,1,2,1,2,0, shutupbrooke hurricanesandy parody account stupid
574,2,1,3,0,2,1,1,weathering storm reporting hudson river sandy approach nyc sandy cuj13 tcorhsfnoad
575,3,0,0,3,0,3,0,hope friend get home america safely sandy
576,2,1,2,1,2,1,1,saw sandy looked like ground s looked like space tcolmhek20x via jaketapper
577,3,0,3,0,3,0,0,follow bbc radio merseyside today 502pm brit trapped nyc sandy tcokvdjan1d
578,3,0,3,0,3,0,0, ctvnews update hurricanesandy advance us coastal city faster expected tcomeh6sicr
579,3,0,2,1,2,1,0,mashable medium summit rescheduled duehurricane sandy seen past day hurrica  tcofwdyzfdu
580,3,0,0,3,0,3,0, fetcheves cmara en vivo nyc esperando sandy tcokako6ndd
581,3,0,2,1,2,1,0, julielindsey tombunknown soldier guarded sandy respect tcooscqirsc 
582,3,0,3,0,3,0,0,nyc entrepreneur stand hurricanesandy local business tech startup look creative way  tcohd1eo9w6
583,3,0,1,2,1,2,0, alexmaragos staystrong newyork sandy nyc tcomenixeho
584,3,0,3,0,3,0,0, hurricanenbc10 sandy clearly worst natural disaster nj history  nyc well total damage probably ten billion
585,3,0,0,3,0,3,0,fact m calling hurricane mom sandy hurricanesong hurricanemom
586,2,1,3,0,2,1,1,twchurricane mt nygovcuomo entrance battery park flooded nyc dot truck seen submerged tco90ts0xac sandy
587,3,0,2,1,2,1,0, craiguito thepoke hurricanesandy s early warning system tcoahyfsnmc
588,5,0,3,2,3,2,0,hilarious mt etepkcalb nyc flood care guess burough depicted photo sandy tcopts1emup
589,3,0,3,0,3,0,0, leahremini redcross asking anyone donate blood across america 3000 unit short also text dono red cross 90999 sandy
590,3,0,0,3,0,3,0, rt karivanhorn ohmywow  davidortiz god take  tcoqgo4z6xp  sandy
591,3,0,3,0,3,0,0,hospital battled protect patient sandy raged newyork reuters one newyork hospital backup  tcobhvcsrcc
592,3,0,0,3,0,3,0, therealroseanne sandy real bitch
593,2,1,3,0,2,1,1,route 16 closed natick wellesley college hurricanesandy pummels region tcoue2fvyus bosandy bostondotcom
594,3,0,2,1,2,1,0,wow hopeeveryone safe damage look serious  mrrich hurricanesandy wreaking havoc nyc landmark tcoevegpa0o
595,3,0,0,3,0,3,0, climaxxdgaf ok hurricanesandy tweet done funny anymore 
596,3,0,0,3,0,3,0, asterzephyrisis wish hurricanesandy would pick obama romney maybe wall street dump giant pile trash pacific ocean
597,2,1,1,2,1,2,0,safe sound bronx damage still power far catching news sandy effect devastated nyc
598,3,0,1,2,1,2,0,obiakumazi guy get hurricanesandy dey scatter window
599,3,0,0,3,0,3,0, jenramos thankful live ues nyc sandy
600,2,1,2,1,1,2,0,nyc sewer old subway tunnel filled pink sludge tcogrda49w9 sandy
601,1,2,1,2,1,2,0,realliampayne m sitting dark tweeting hurricanesandy would want follow
602,3,0,1,2,1,2,0,screw hurricanesandy delaying package shit
603,3,0,3,0,3,0,0, igolop hurricanesandy way nyc banjo tcoq8oju6x5
604,3,0,0,3,0,3,0,awesome sandy  7 healthy home office yoga pose  tcofxeybej6
605,3,0,3,0,3,0,0,donnie wahlberg celebs tweet hurricanesandy destruction tcosu8zxsqp
606,3,0,1,2,1,2,0,bad fed nt green solyndra type money help victim sandy
607,3,0,2,1,2,1,0, nycmayorsofficemayor bloomberg update newyorkers sandy 10 live tcowl7rgw1h
608,3,0,0,3,0,3,0, ahurricanesandy mah name sandy tho m dat lesbian squirrel spongebob
609,3,0,3,0,3,0,0, huffingtonpost mayorbloomberg public transportation likely remain closed tomorrow sandy nyc
610,3,0,2,1,2,1,0,nyu dorm required evacuate 3pm tomorrow  oy vey  attempting get grandparent place bk 2mrw morning sandy
611,3,0,0,3,0,3,0,live advance tech world still cant figure traffic light system sad almost sad sandy
612,3,0,3,0,3,0,0,hurricanesandy split energy market gasoline spike refinery outage tcog9e2ejtp business
613,3,0,2,1,2,1,0, danvmathews even trying compassionate total morality fail 50 dead haiti alone unworthyvictims tcowi25a0rx tcohmljiixd
614,3,0,3,0,3,0,0, danielsquadron rt jimog important nyc bridge open general traffic driver city id firefighter paramedic etc wnyc sandy
615,3,0,1,2,1,2,0,venuslovemoney uranusunpredictability sudden impulse relate spend sudden expenditure come hmm bc sandy
616,3,0,2,1,2,1,0,rush there  nothing obama postpone election hurricanesandy fox nation tcoz75iauxp
617,3,0,3,0,3,0,0, 69news snowshoe mtn resort w va sent photo sandy snow 19 inch far maybe 2 foot still come tcox1gohs5l
618,3,0,3,0,3,0,0,colorlines s going fix nyc subway hurricanesandy black latino tcouwuud0m3 great article read sandy
619,3,0,3,0,3,0,0,superstormsandy wreck havoc across u eastcoast death toll  tcok1h2jcug newyorkcity tragedy
620,2,1,0,3,0,3,0,sandy blew yesterday cuz cuz kaiser cancelled appointment find mookie gender
621,3,0,1,2,1,2,0,internet  working really slow sandyrelated
622,3,0,3,0,3,0,0,jonathanrknight  bbcbreaking crane hanging beside skyscraper nyc hurricanesandy approach picture tcopdnrfybo
623,3,0,0,3,0,3,0, oss3y schaserr suzie small sandy
624,1,2,3,0,1,2,1, alisonwallaceee nt care spoiled sound yacht club underwater im fucking freaking sandy girl d beat shit
625,3,0,0,3,0,3,0, lordgalmighty long god go bobbing big apple sandy
626,3,0,0,3,0,3,0, jajaja gokumeme  eleve mucho mi ki cree elhuracn sandy sorry newyork 
627,2,1,2,1,1,2,1,oh sandy nyc tcos1uxiqoc
628,2,1,2,1,1,2,1,befriending sandy atreagan tco1k4p053z
629,2,1,0,3,0,3,0,sandy work outside makeitnasty
630,3,0,3,0,3,0,0,travel alert hurricanesandy travel update monday oct 29 2012  600pm pdt trafalgar c  tcopwl728rx cruisewithbruce
631,3,0,0,3,0,3,0,sandy better take break halloween want candy 
632,3,0,2,1,2,1,0, katielinendoll officially starting looklike ghostbusters outside nyc sandy
633,3,0,1,2,1,2,0, fukyofeelins sandy tcocni1eqa5
634,3,0,2,1,2,1,0, alinachocnn tune latest cranecollapse 515pmet join wolfblitzer cnnsitroom cnn sandy
635,3,0,3,0,3,0,0, thinkprogress bush s fema director michael brown criticizes obama responding sandy  quickly  tcobf1pz67m nottheonion
636,3,0,2,1,2,1,0,va fb dont wait till late plz convince elderly check ill warn rest atlanticcity sandy tconlouwrvd
637,3,0,0,3,0,3,0, crizzydrake hurricanesandy tweet getting weak
638,3,0,3,0,3,0,0,sandy sputter pennsylvania millionwithout power town sloshing floodwaters mass transit  tcob83wzaou
639,3,0,3,0,3,0,0, taroar holy shit  sandy rt roserambles amazeballs pic sandy coming nyc frankenstorm tcoyltop7sq
640,3,0,3,0,3,0,0,doublerainbow shine nyc superstormsandy storm rainbow doublerainbow actuall  tco50pls5az
641,3,0,0,3,0,3,0,hurricanesandy tweet funny 
642,3,0,0,3,0,3,0, klarilis sandy slo quiere un danny zuko que la quiera
643,3,0,3,0,3,0,0, nwsboston house foundation due stormsurge row carpenter beach charlestown ri riwx stormsurge sandy tcovugtk7ez
644,3,0,2,1,2,1,0,sandy nyc tcokpxtprwp rt killermince frankenstorm robynmcilwain katemcilwain12 clairemcilwain
645,3,0,3,0,3,0,0, nycmayorsofficemayor nycbuildings inspecting crane 57th street building may impacted sandy
646,3,0,3,0,3,0,0,wake sandy magoon park tcoqkbvukez
647,3,0,1,2,1,2,0,nyc financial district disaster long sandy
648,3,0,1,2,1,2,0,realliampayne follow liam die bc hurricanesandy xx90
649,3,0,2,1,2,1,0, ajhalls1 latest image newyork sandy hit tcoe7p9zyfv lt hahahahaha
650,3,0,0,3,0,3,0,feel like hurricanesandy oging give everyone reason say world ending december
651,3,0,0,3,0,3,0,heeft sandy nederland som bereikt
652,3,0,0,3,0,3,0,oh sandy 
653,3,0,0,3,0,3,0, cloydrivers hurricanesandy nt want none merica aint scared
654,3,0,3,0,3,0,0, alyssamilano timelapse newyork city sky sandy watch tco0ox5cpzu via theatlantic cubfancurt
655,3,0,1,2,1,2,0, tpain thoughtprayer everybody eastcoast affectedhurricane sandy safe people
656,3,0,3,0,3,0,0, forefrontnyc pressing need time volunteer multiple location see tcojkn50gql detail
657,3,0,0,3,0,3,0,know s done damage hurt people love sandy frankenstorm got jury duty morning
658,3,0,2,1,2,1,0,late night jimmy fallon hurricanesandy cold open monologue tcoxhjf8bkx via youtube lol
659,3,0,0,3,0,3,0,c supone q debera estar en nyc en estos momentos x azahares del destino voy camino santiago x algo pasan la cosas salve de sandy
660,3,0,0,3,0,3,0, victoroliveira furaco sandy diz que s apareceu porque outono  sempre igual folhas caem quintal e quis dar uma mudada
661,3,0,3,0,3,0,0, mitchellreports redcross tell u grateful romney donation prefer people send money donateblood dont collect good best wayhelp sandy
662,3,0,0,3,0,3,0,fn cute tcoi1r4ux1m
663,3,0,2,1,2,1,0, 57un latest image newyork sandy hit   wait  oh tcolkdzxbqt
664,3,0,0,3,0,3,0, alogonzo  pilurubio efectivamente ya estn todos listos en nyc para la llegada delhuracn sandy expectacin mxima tco7yhzmv2x
665,3,0,0,3,0,3,0,hopeeveryone safe hurricanesandy lt3
666,3,0,3,0,3,0,0, wpbtonzlewis msnbcridicules romney 4 collecting food supply 4 sandyvictims tcodphlhcge tco4mmwgltp sheer nastiness left
667,3,0,0,3,0,3,0,oh hurricanesandy nature s way punishing crime committed east ed um yeah ok
668,3,0,0,3,0,3,0, jonnyschulman22 briattanasio anythings possible sandy
669,2,1,3,0,2,1,1, transportdata mta  worse worst case  rt urbandata seven nyc subway tunnel flooded transportnation tcodyxyy7cc sandy transit
670,3,0,3,0,3,0,0, kayladidier help affectedhurricane sandy textredcross 90999 give 10 visit tco7eaxdkmb
671,3,0,0,3,0,3,0, infamousrockyy real goon go store sandy tcoptxlbwzy
672,3,0,0,3,0,3,0,thank sandy ruining nyc def looking forward shopping trip
673,3,0,3,0,3,0,0, liredcross impacted hurricanesandy let friend family know re  safe well  registering tcojkulljwj
674,3,0,1,2,1,2,0,dubbele regenboog boven nyc na sandy  tcoyvhfpd7d
675,3,0,0,3,0,3,0, vixxcortes sandy la ha acojonado tcoycavi8p6
676,3,0,3,0,3,0,0, lotuselyse really interesting guide real vs fake hurricanesandy twitter photo atlantic tcoygbs2l9c
677,3,0,3,0,3,0,0, anonymouspress amazing photo even hurricane wont keep honor guard tombunknown soldier morning sandy tcob015bhhw
678,3,0,0,3,0,3,0,sandy tcodkrkw3q9
679,3,0,0,3,0,3,0, danilogentili um pas sobreviver ao furaco sandy  fcil quero ver sobreviver colonizao portuguesa
680,3,0,3,0,3,0,0,everyone follow retweet later show yall way donate 1 affectedhurricane godbless
681,3,0,2,1,2,1,0, sciam sandy versus katrina irene monster hurricane number tcof4s4qkcu
682,2,1,0,3,0,3,0, justblaze sandy activity list 1po 2headshot 3sit 4stand 5pass 6wake faded
683,3,0,0,3,0,3,0,wow heel jerseyshore gewoon weg boardwalk volledig ingezakt kermis en al sandy vettig
684,3,0,3,0,3,0,0, makeawish help affected sandy tcogktaqpvg
685,3,0,3,0,3,0,0, adamjennings1 obama cancel campaign stop due sandy go vega day terror attack 911 kill american 7hoursofhell romniac
686,3,0,3,0,3,0,0,mta 108 year nyc subway system never faced disaster devastating tcopxsa4mdu sandy
687,3,0,0,3,0,3,0,realliampayne follow case die hurricanesandy tonight lt3
688,3,0,0,3,0,3,0, goncuriel lleg elhuracn sandy nuevayork el huracn sanda no sandy no llamo sandy huracn sandy amigo huracn sanda no
689,3,0,3,0,3,0,0, heatherhaddon nj shelter count 6329 49 pet according oem largest number middlesex morris sandy
690,3,0,2,1,2,1,0, nycmayorsoffice message newyork city employee work today tcohlq0mgfy sandy
691,3,0,3,0,3,0,0,nickstudmuffin nick jonas joe jonas nyc sandy x tcodl5i68qx
692,3,0,2,1,2,1,0,hurricanesandy aint got shit nyc
693,1,2,3,0,1,2,1,fleeing east village take camp friend s place midtown insanity lastnight explosion flooding uprooted treesyikes sandy
694,3,0,3,0,3,0,0, 9gagtweets apple map sandy tco8bn2urbi 9gagtweets
695,3,0,0,3,0,3,0,nbcjodi hey girlie sent sandy related email
696,3,0,3,0,3,0,0,official report 2nd death one staten island s hurricanesandy evacuation zone tcoewzisgag tcotujdx0wk
697,3,0,3,0,3,0,0,contribute sandy reliefeffort tcopgukavbd
698,3,0,1,2,1,2,0,sandy storm em nyc sand storm site itau santa tempestade de areia batman tcojbd20kty
699,3,0,1,2,1,2,0,lord pray every person life eastcoast path hurricanesandy keep safe father god
700,3,0,3,0,3,0,0,news sandy flood nyc subway tcozmeqfuc8 cnn
701,3,0,0,3,0,3,0,people stupid rumor nt think people s life risk funny re sandy s path
702,3,0,0,3,0,3,0,noticias tormenta sandy paraliza nuevayork tcopsgsyglk
703,3,0,0,3,0,3,0,si elhuracn sandy e as imagnate elhuracn nadine seguro ese fue el que extingui los dinosaurios
704,3,0,0,3,0,3,0,people taking sandy seriously reporter standing middle  say whattt reckless cnn
705,3,0,1,2,1,2,0,lucky re getting little bit wind rain least compared area sandy
706,3,0,2,1,2,1,0,lol hurricanesandy flood tcoyiitnylr
707,3,0,3,0,3,0,0, weatherchannel sandy bearing eastcoast destructive wind poweroutage flooding rainfall dangerous stormsurge expected tcoetjgcrxd
708,3,0,3,0,3,0,0,oh wow picture hurricanesandy looklike s really bad hopeeveryone staysafe   
709,3,0,0,3,0,3,0,zebrafinch farmerjeremy seaslife glad everyone ok worse wear blessing prayer nyc friend sandy
710,3,0,3,0,3,0,0, missleslieg ohmygodohmygodohmygodrt nbcnews tunnel flooding sandy may drive subway rat onto nyc street tcoqvjs5ph7
711,3,0,0,3,0,3,0,thinking everyone going difficult time nyc right hoping evansamek safe well sandy
712,3,0,0,3,0,3,0, newsticker zu  sandy   wall street ffnet mittwoch wieder die sturmschden werden noch ber tage den al  tcozk07ldkd
713,2,1,1,2,1,2,0, letsstartupnyc nyers get standing together always get city love back foot mikebloomberg sandy nyc
714,3,0,3,0,3,0,0,per antderosa mayor mikebloomberg press event coney island hospital evacuated sandy nyc
715,3,0,2,1,2,1,0,mittromney never said going use redcross distribute food msm making fool typical sandy
716,3,0,0,3,0,3,0,nadagabr heya el bet sandy 3amla eih ma3aky
717,3,0,3,0,3,0,0,u count cost sandy recedes least 32 people killed millionwithout power transport  tcoly5ylce5
718,3,0,0,3,0,3,0, charzard3 sandy wont kill bordum
719,3,0,0,3,0,3,0, jaijopower  elhuracn sandy arrastra do tiburones hasta elmetro de nuevayork acojonante tcodx4cwpcy olaaa
720,3,0,0,3,0,3,0,comentarios huracn sandy comando incendia hotel en acapulco esther orozco benefici empresas cuestionables tco8nxounty
721,3,0,0,3,0,3,0,sandy fuck you smashsquad smashingjoe smashingstar preme freshe wegotthis ssmg gon b workin heavy til lose power dedication
722,3,0,3,0,3,0,0, reuters obama land atlanticcity newjersey observe sandy damage abc
723,2,1,3,0,2,1,1, usaphoto great escape nyc tcobydsilh6 sandy nyc newyork hurricane via renovdiaries
724,2,1,0,3,0,3,0,hey cnn guy get fuck dune need protect shoreline sandy
725,3,0,3,0,3,0,0,cnn say sandy landed atlanticcity
726,3,0,0,3,0,3,0,allts  det hr med sandy newyork r fruktansvrt allts  herregud tnk bo dr ooo
727,3,0,0,3,0,3,0, andrewcochranx gangam style actually giant raindance brought hurricanesandy
728,3,0,1,2,1,2,0,indeedno taped window  thetodayshow thanks aussie spoke u morning nyc staysafe sandy frankenstorm
729,3,0,3,0,3,0,0, guggenheim due continued impact sandy picasso conversation scheduled fri nov 2 cancelled tcojwsk6oys
730,3,0,3,0,3,0,0,sarah guthartz washington height surveyed devastation sandy fort tryon park walking dog  tco5zjrmry7
731,3,0,0,3,0,3,0, puntopalote est leo messi detrs del huracn sandy si claroquefindecicln
732,3,0,2,1,2,1,0, ryotnews dog get blow dry sandy begin weaken eastcoast support reliefeffort tcozplslj9y nyc tcop1mhdupi
733,3,0,2,1,2,1,0,trading oil wake sandy tcoysux8yqp via yahoofinance
734,3,0,1,2,1,2,0,angelamchoi say friend frankenstorm party part 2 sandy nobig nyc rage
735,3,0,0,3,0,3,0,joe acabou de postar essa foto instagram fazendo piada furaco sandy que passar por nyc dessa vez ele se superou
736,3,0,3,0,3,0,0,best photo roundup ve seen sandy s effect big picture tcomdqs3vgn
737,3,0,2,1,2,1,0, itsreginag karen covering hurricanesandy tcomg0wc0v2
738,3,0,2,1,2,1,0,5 fake hurricanesandy photo re sharing socialmedium tcozeu6v2vv via mashable
739,3,0,3,0,3,0,0, nygovcuomo storm gust expected 8085mph bridge nyc area quickly becoming unsafe sandy
740,3,0,1,2,1,2,0, teapartycat awkward moment mitt suggests getting rid fema tv hurricanesandy hit eastcoast right election
741,3,0,0,3,0,3,0,tco5nepzax8     kuwait saudi sandy sex ksa egypt bahrain tcoyv4wuc0s
742,3,0,3,0,3,0,0,hurricanesandy propels emergency apps top app store tconssqg0qk post
743,3,0,1,2,1,2,0,davidchoimusic wondering possibility concert ny clara c cancelled hurricanesandy
744,3,0,3,0,3,0,0,damage sandy may reach much 50 billion please support hurricane relief donating tcobp4dzxyb jerseystrong
745,3,0,3,0,3,0,0, mikebloomberg next update nyc s response sandy 530 pm 1029 watch live tcopzwezmcp
746,3,0,0,3,0,3,0,furaco sandy chegando canadadeus sucesso de justin bieber
747,3,0,3,0,3,0,0, dgjackson eric draper photo gov loading hurricane relief supply send affected sandy tco5shbdiza
748,3,0,1,2,1,2,0,knicksnets game cancelled shrugs important thing worry bout sandy
749,3,0,0,3,0,3,0, bbcbrasil reprter relatum cenrio de caos em ny aps passagem sandy tcocjeitwih
750,3,0,3,0,3,0,0, nprrussell poweroutage comparison sandy 7 million irene 6 million derecho 42 million ike 39 million katrina 27 million
751,3,0,0,3,0,3,0,heifer sandy stopping getting money
752,3,0,0,3,0,3,0,s game armageddonboots sandy tcoqchjx0em
753,3,0,3,0,3,0,0, rtcom photo taxi sit flooded lot hurricanesandy hoboken newjersey update tcorfbll7kn tcomptan9pe
