text,is_negative,is_book,Y,category
"This volume is so Beauty Full - although not as good as ""The Art Of The Return Of The King"", nor ""The Lord Of The Rings, Weapons And Warfare"" - and have so many New pictures and final concepts of the movies that were NOT in the other three The Art Of...I recommend for people who really are addicted to the movies like me! I have all the movie books of this marvellous trilogy! All of them have different pictures!There are 17 LOTR movie books such as The Art Of (4 with this one) + Visual Companions (4) + Official Movie Guide + The Making Of The Movie Trilogy + Weapons And Warfare + Gollum, How We Made Movie Magic + Photo Guides (5 different ones including The Two Towers Creatures)!!!For curious people I recommend also There And Back Again, An Actor's Tale by Sean Astin with Joe Layden and The Rough Guide To The Lord Of The Rings! Also The Songbooks (Piano/Vocal/Chords) of The Fellowship Of The Ring, The Two Towers and The Return Of The King! At last inside the DVD The Evolution Of Gollum there is another beautiful book - You can find it in The Two Towers SEE DVD Gift Box!If you like these movies get all the movie books of The Lord Of The Rings before they run out! I don't think that all the editions are going to last forever",0,1,0,books
"This is very easy to understand for kids and helpful if you want them to understand why you want them to eat certain foods, it explains food groups, carbs, protein, etc on a level they can understand.  I got very into nutrition and wanted a way for my 6 year old to understand it too",0,1,0,books
"I love this book. More often than not, when you go to purchase a drawing book, you see so many books that basically tell you the same things over and over again. This book does what so many other books I've looked at don't. It shows me how to draw not only fantasy figures, but castles, and creatures. Fantastic Realms: Draw Fantasy Characters, Creatures And Settings provides me with solid techniques for shading armor, or weapons and clothing.I'm really happy to have this book a part of my collection. If you are as interested in drawing fantastic scenes as I am, then this is a book you won't want to pass up",0,1,0,books
"Fabulous as always.  I think these novels just get better and better.  This one was a little easier to work out ""who done it"" than the others but still a fantastic read.  I just wish Amanda Quick released more than one novel per year!!",0,1,0,books
"As a general practitioner who uses this book to answer fairly routine questions about care and treatment of children, I recommend it highly. It is easy to read and well organized. It openly acknowledges areas of  ambiguity or controversy in the field and gives what appears to be a  balanced view of the issues. I feel very comfortable relying on this text  for most of my pedodontic questions",0,1,0,books
This book comes from a time when hunters and conservationists were in league with each other. Many of the tips he gives are not appropriate for parks but are still useable on PRIVATE land. Not for effete tree hugger  types,0,1,0,books
"Just when you thought you heard it all, you read something like this book.  The information it contains is really eye opening and should be read by every Senator and Congressman.  It is packed full of very useful data about the real truth regarding many commonly believed health issues that are completely wrong.  I thought so much of this book that I purchased five more copies and gave them to my relatives to read.  It is a very easy to read book and the information in it is backed up by page after page of reference material.  My wife and I have completely changed many of our habits as a result of this book and highly recommend it.",0,1,0,books
"I asked Santa for this book.If I've been good this will be the third copy I've owened or possessed I should say, the first was on loan from a retired bosuns mate, I was hopping after a year or so he'd forget, he didn't. The second was from Santa, I worked trees and boats for twenty some years and &quot;The Book&quot; went every where with me but ultimatly was lost in a storage during a move (MIA). I can still turn a three strand turks head from memory and throw a half dozen bowlines but I miss my old friend especially the multistrand braids and tatting.The book is a wealth of information, sometimes it can be difficult to follow but after you under thier style of instruction it falls into place and goes pretty easy.I've only found a couple knots not covered but if I look hard enough and long enough I would find it's varient or it's great grandfather. This book is a must for anyone interested in knots and fancy ropework",0,1,0,books
"I'll always have a special place for the earlier books, especially 'Anne of the Island', but nothing is unmatched to 'Anne's House of Dreams'.I always have a certain problem when reading Anne books. Although I enjoy the plot and characters, I resent the melancholy, wistful feel to it everytime Anne goes into a new chapter of her life. There was the last chapter of the first book; 'A Bend in The Road', where the simple description and mood of the scene was so heart-wrenching that I almost cried. 'Anne of Avonlea' was just as sentimental as the previous book, with Anne realizing she cannot turn back time to when she was eleven. We, as readers feel the impact too. We have come to love each and every one character in Avonlea and we cannot stand to watch the years go by and be forced accept that the people are changing. 'Anne of the Island' cured that depressing tone slightly by bringing in cheerful college life but still retained the usual Avonlea village scenes into it. A romance brewing between Gilbert and Anne also helped distract readers from getting too upset about Anne growing up and leaving her childhood days forever. But nevertheless the proposal scene at the last chapter brought up those suppressed feelings out once again and left us smiling a bittersweet smile at the closing descriptions of the book.But in 'Anne's House of Dreams', we are introduced to a whole new atmosphere. No longer is Anne running dreamily into magical forests and delighting in fairy brooks, listening to the whispers of the trees or playacting as a Fair Maiden with her childhood friends. The fairy-tale, static forests of Avonlea are replaced with a vast sea, salty breezes and spicy scents of seagrass in the air. Whereas the previous books were stuffy and melancholic, this book is wonderfully refreshing and light. Instead of feeling that everything is going to end (growing older, beloved characters dying, leaving Green Gables and Avonlea), we find ourself anticipating Anne's new life as a married woman. And the plot construction! I've never read an Anne series with a plot so tight and focused. The twist at the end concerning Leslie's husband was the cream of the crop, and I've also enjoyed the beautiful life-story of Captain Jim. Even Anne and Gilbert are involved into this snug plot, they are mostly the benefactors of the events: Gilbert's idea to cure Leslie's husband and Anne's idea to have Captain Jim's life-story written down.On the other hand, I would complain that there weren't many scenes of the old characters; save Gilbert (duh) and Marilla. It's as if Anne is losing contact with her old life, which makes me a bit sad. I was dying to know more about Davy, Diana, Paul Irving, the Pyes, and even Charlie Sloane. I would love the series more if Anne remained in Avonlea and raised her family in the midst of the atmosphere that we have come to recognize and cherish. What's the use of getting us attached to the 'Lake of Shining Waters' and 'The White Way of Delight' and 'Lover's Lane' and 'Hester Gray's garden' and 'Dryad's Bubble' if Anne was going to move away and leave all those memories behind? Blame it on Gilbert. (kidding)I finished reading this book with a heart-warmed feeling in my heart for the first time, it seemed more appropriate as a beautiful closure to the series. It should have ended here instead of dragging along until she fades away to become a secondary character in the next three upcoming books",0,1,0,books
"This book is amazing!  From the first page to the last, this book has a myriad of vital health information.  Steven Cherniske is brilliant.  If you ever wanted to know about health and your future vitallity, this is the book",0,1,0,books
"This is my favorite cookbook.  I have had great success with everything I've made from this cookbook! The recipes are widely varied (plenty of breads, meats, sides, desserts, and vegetarian options) and healthy.  While Weight Watchers does have slighly lower fat recipes, I feel these recipes have more flavor and are more fulfilling.  My guests are always shocked when I tell them dinner came from this cookbook - low fat does not mean lacking in taste! (tastes great and is filling) ;)I got this book when I was first married, and have used it almost weekly since.  It was great for me starting out, because it contains tips for beginning cooks, kitchen basics with essential kitchen tools, the recipes had common ingredients, and there is a subsitution chart in the back! (invaluable, especially when we still had dial-up internet access!)  It has a fair amount of pictures, though not one for each recipe.  But don't underestimate it - some of the recipes are more complex (for more advanced chefs).I have a few other Cooking Light annual recipe cookbooks as well as other low-fact cookbooks.  I regularly forgo them in favor of the Complete Cooking Light.",0,1,0,books
"I never was keen on tackling auto electrics, so when car manufacturers began introducing  electronics, then computers, the eyes glazed over, and new car purchases were limited to pre -1976 models.  Then, while browsing, a book about my automotive twilight zone was offered.  It was described as understandable by trained monkeys. (or words to that effect.)   I knew that sub-contracting the electricals for my three planned &quot;clubman&quot; sportscars would stretch the budget.  I needed help.  The table of contents looked good, the editorial review looked promising, then my discovery that the author lived a localtelephone call away decided it for me.  If I couldn't understand his book, the author could hardly deny a plea for assistance.  I ordered a copy.  Good move!   After a short read, all my forebodings melted away.  Following the book, I sorted out the bats-nest of under-dash electricals in my work-truck with ease.  It looks a professional job, and I actually understood what I was doing and enjoyed doing it.  The book paid for itself many times over on that one job.  Instead of dreading the prospect, I'm now impatient to design and fabricate the wiring looms for my Toyota 4A-GE powered Locosts.  The &quot;black-boxes&quot; sprouting forests of wires no longer un-nerve me.   There are sections covering every aspect of such a project.  The required information is well-indexed, and is presented clearly and concisely.  When I first flipped through the book, I was almost overwhelmed by the sheer volume of information.  I soon discovered that it is one of the best reference books (of any subject) I have ever seen.  It is only necessary to know what you want to do, not how to do it.  Use the extensive index to find part of your project, and when you have a question, it will be the key to a cross-reference to the next step.  Wire gauges, fuse ratings, component specifications and limitations, safety requirements, sensors, diagnostics,...all are comprehensively dealt with in jargon free text that you and I (and trained monkeys and politicians probably) will find easy to follow.  Want to see for yourself?  Search the title, click on the &quot;table of contents&quot;.  Impressive.   I never did have to call Mr. Munday for help, but I called to thank him and ask how he was able to write such a perfect book.  He is a professional  freelance Technical Author  who writes  Technical Manuals, User Guides, Instructions, etc on almost any technical subject  to make them comprehensible forthe layman.(and trained monkeys and politicians)  His hobby is hot-rodding.  I can't recommend his book highly enough, it really is a &quot;must have&quot; for anyone working at  any level on automotive electrical or electronics,...from the dead-set novice like me, to the professional technician",0,1,0,books
"I read this book in one sitting; it was so riveting that I could not put it down.  The book covers a variety of events during World War II but the main focus is on Dachau and its liberation by the 45th Thunderbird Division of the Seventh Army. New information about the liberation of Dachau debunks some of the previously published accounts and describes the heroism of the Thunderbird Division.  At a time when Holocaust denial is rampant, this book tells the true story of the atrocities committed at Dachau. The author based his book on eye-witness accounts by American soldiers. There are also old black and white photos, never before published. This book should be required reading in every school in America.",0,1,0,books
"This is probably my favorite novel of all time, and one of the few which I read regularly.  While some might describe this as a no-nonsense Western, I disagree.  It completely transcends the genre in the same way and with the same purpose as _High Noon_.  In fact, I would call it the inverse of that story, for it is really about the cost of cowardice instead of the rewards of courage.  Sadly, the central character is no Gary Cooper.  This book contains larger truths about our frailness in the face of danger and, more importantly, the repercussions which follow the fear and pain into other generations and places.  What happens can easily be extrapolated into other circumstances which happen to everyone everywhere.  I recommend that this book be read for it's enthralling narrative and be appreciated for its universal theme.",0,1,0,books
"I have been recommended to buy this book also.  And because Robert Bruce is famous in astral projection forums.  And everyone is talking about Robert Bruce is having meditation skills -NOT- I repeat -NOT- astral projection skills.And everyone is saying, ""when he is going to find out himself?"" or no one is able to correct him, reading this book is making lot of astral projection fields, shaking their heads.And in irony, Robert Bruce has another book titled ""Mastering astral projection.""  These two books has been misleading lots of astral projection learner.If you want to get a book to see what are the mistake concept that Robert Bruce has, then get this book.But any people with basic astral projection skill will know, that is Robert Bruce's more of mind-imaginary skills.Many people has natural ability to astral project, all you need is the right pointers.  Not these silly near 500 pages.   Another great book is called ""Successful Astral Projection to the Space and Universe."" by Sapphire.  Lots of people can project within a week, some even the first day after reading this book.  Sapphire's book is proven successful astral project",1,1,1,books
"Susan Smith Jones is well thought of as a health and fitness expert, and this tape certainly presents her at her inspirational best.  The purpose of the program on this tape is to help you reflect and renew, spend quality time in solitude and silence, simplify and rediscover your relationship with God, and ultimately make peace your constant compantion.  These three cassettes contain 40 messages and affirmations.  Some benefit most by listening to them all at once and others will find playing one message each day of most benefit.  You may find suggestions that don't seem appropriate for your situation.  For instance, a vegetarian diet might not be right for you.  This shouldn't spoil the value of the total program though.  This program is so good for your mind, your body, your soul",0,1,0,books
"In the first book of the series, ""Coyote,"" Allen Steele told us how the captain of the first interstellar colonizing ship, Alabama, smuggled prisoners-of-State (intellectual dissidents oppressed by a right-wing authoritarian government) on board, and they stole the ship, reached Coyote, a moon of a planet named Bear, circling 47 Ursae Majorus.  In ""Coyote Rising,"" things have gotten complicated.  On Earth, people are running out of living space, the government has shifted to a ""Collectivist"" (a variant of socialism) authoritarianism, and technology has advanced to produce ever-faster ships.  The result:  the original Coyote colonists get a series of unwelcome visitors from Earth, flee the original colony to form a new colony on a neighboring island, and a civil war begins to brew.As with the first book, this one originally appeared as a series of novellas in a science fiction magazine.  While there are still traces of disjointedness, from turning a series of novellas into a novel, the mild discontinuities did not interrupt the flow for me.  There is a larger cast of well-developed characters here, including the introduction of Savants (cyborgs with downloaded human minds) and a religious mutant.  The terrain of Coyote is well-described, as are the human interactions, and there is plenty of action.  The fauna of Coyote does not seem adequately developed (i.e., there should be more animal species).Thanks to the friend who sent this to me, Jan Dierckx, I found this book gripping and thoroughly enjoyable.  I look forward to the next in the series",0,1,0,books
"Harry Dresden is just your average slob, a guy down on his luck most of the time, inept with women, and often lacking in funds. The only difference between him and millions of guys is that Harry is a full-fledged practicing wizard, the only one listed in the Chicago phone book.Harry works as a consultant for the Chicago PD's special crimes unit, driving Detective Murphy crazy. In this tale, Harry falls into a missing husband case, gets beat up by Mafiosi, and must deal with an evil magician who is killing people by pulling their hearts out of their chests. Like most recent readers, I picked up this book after having watched the television show on the Sci-Fi channel. It does not disappoint. In fact, I found this magical mystery to be more memorable than other mainstream mysteries which I forget about 10 minutes after the last page is turned. ",0,1,0,books
"P. Erlich is one of the members of the league of the profets of disgrace, people that earn money (in general, a lot of money) by telling that this and that catastrophe is going to happen. His favourite one is &quot;overpopulation&quot;. That myth is more than  dead and, in fact, people are beggining to be concern about quite the opposite, underpopulation. Read instead the great &quot;The Ultimate Resource 2&quot; by Julian Simon",1,1,1,books
"As I mentioned in another review on dosage math, dose response curves are driven by simple ordinary differential equations (ODEs). It helps to know the mathematical foundations, but the solutions to the ODEs are intuitive: dose a patient of a given weight, watch the blood level rise, peak, and then begin to decline until the next does is given. Change key parameters, and you don't change the nature of these curves, only the particulars change--peak dose time depends heavily on patient weight for example.  The examples in the INTERACTIVE CD really help to solidfy the concepts.Alex Alaniz Ph.D.1. Please see the reviews of my own strong science fiction book: Beyond Future Shock about the near-terms perils and promise of advanced bio/nano technology in a world still roiled with Middle Age religious conflict and ever growing extreme wealth gradients.2. I have REVIEWED many books from undergraduate to graduate in: PHYSICS, MATH, ECONOMETRICS, and HISTORY among other areas.",0,1,0,books
"Very good coverage of tube welding , motorcycle/bicycle/aeroplane type tubing including some on vacuum  chamber  welding  titanium.  Not much coverage of stick welding , It does say stick welding has been obsolete for aircraft  welding  since MIG  and TIG processes were invented in 1955  and 1945  respectively.   I consider  it  the  most  valuable  welding  book I  have  ever seen, and I've  read    lots.  If you are a  beginner  and  you just  want  too  piddle  around and  make  a  trailer  frame  or  the  equivilant  don't  buy  It.    If  you  actually  want  to  make front suspension  A  arms   for  a  car  from  4130   tubing  for  200  mph   use   buy  it. If  you  actually  are  wanting  to   build  an  airplane  frame  or  a serious motorcycle   frame   buy  it.    It  mostly   covers  MIG   and  TIG  somewhat  equally possibly  leaning  towards  TIG   ,  and  it  repeatadly   points  TIG's  superior  welds .  One  has   to  be  a  really  really   good  MIG   welder   to  even  think   of  equalling  what   can  be   fairly  easily   done   with  TIG.   If  you  want  information  on  stick  welding   don't   buy  it.  There  is lots  of  stick  welding   being  currently   on   structural  projects  bridges  and  skyscraper  building frames.  More   tons  of   bead  d eposited  every   year   with  stick than  any  other   process,  but. . . this  is   because   MIG   doesn't  work  well   where   air   currents   blow  the   gas   jacket   away.  Stick   is  largely  irelivant   for   motorsports  and  aircraft  welding.",0,1,0,books
"I adore Ishiguro.  I was bereft when I finished The Remains of the Day.  Thought A Pale View of Hills was fabulous.  I absolutely abhorred the Unconsoled.  I confess, I read to enjoy myself.  I have a degree in English literature.  I don't have a problem with analysis, but this was too much work to get any enjoyment out of it at all",1,1,1,books
"I was expecting this book to be quality entertainment judging by the reviews from many readers on a popular horse-related web board.  I was sadly disappointed due to the stereotyped, poorly-developed characters and weakly-strung plot.  This book professes to be a humorous farce, and the first chapters had me enticed.  However, too many ridiculous scenes and caricatured main characters put me off.  Singer's best passages are those pertaining to the horse's personalities, as someone else mentioned.  Those scenes that capture the frustration, excitement, and mental game of competitive riding are worthwhile.  Overall, this book failed to keep my interest. ",1,1,1,books
"It features the most current innovations in ecologically sustainable living. This book assumes you want to live the ideal eco-responsible lifestyle and the direct tone is unforgiving. But it's good to have an ideal to strive for so that anything you do is an improvement. Each chapter is easy to read and filled with consciousness-raising facts about waste and pollution with lots of tips and suggestions. There is even a chapter on seasonal eating complete with recipes. As the title suggests, Green Living is, above all, a practical how-to guide that tells you what, why, how, and where. When is left up to you",0,1,0,books
i enjoy the fact that this book covers wide variety of tastes&Cultures throughout the world&has many great&exciting things for me too eat.I enjoy trying different Vegetarian foods&this Books adds another direction of choices,0,1,0,books
" James Baldwin's stories are more like poetry, describing painful circumstances as dreamy metaphors. I felt myself pulled away from the story a few times to ponder what Baldwin is expressing through this story, for example he writes something about not choosing your friends or who you love, just as you don't get to choose your parents. He forces you to stand in the shoes of each character, feeling as though you were naked, because the message, for me at least, is clear. If people would allow themselves to feel total honesty with themselves, then perhaps the way they are choosing to live their lives would be completely, way over on the opposite end of the spectrum then what is actually real. No sexual orrient, race, religion. Just looking inside yourself and saying &quot;yes&quot;. And if you think I'm just getting to romantic over a story, still read this book. James Baldwin is a master at story telling. Even if you don't feel as I do about this book, I'm sure you'll feel something. It is, for me, one of those stories you thin kabout long after you've read it.",0,1,0,books
"In The Rolling Stones Rip This Joint, Steve Appleford reveals the story behind the songs, recording sessions, and performances of the Rolling Stones in their long and successful career. An informative text is enhanced with more than 130 full color photographs and a profusion of black-and-white photography, a song-by-song description of the groups total output, a chronology of Rolling Stones highlights, a discography of singles, EPs, albums, and miscellaneous releases (including selected solo releases); original interviews with those close to the band (including Mariann Faithfull) and collaborators like Bobby Keys, Jim Price, and the Dust Brothers. The Rolling Stones Rip This Joint is a &quot;must&quot; for all their fans over the last four decades",0,1,0,books
"Finally, a collection of good and readable translations of Egyptian literature which both the layperson and the expert will find useful.  Lichtheim has given the academic world a much needed reference with the  translations of the text and a good introduction to the social history of  the creators and the circumstances of the texts being recovered",0,1,0,books
"If, like me, you have been disappointed by the Jessie Stone series, this book will be a pleasant surprise. Up to this point, Jessie has been an underdeveloped character - his books have seem to have been back-burner material and second-rate effort by Parker.This one is different - and it is not a Spenser clone (like Sunny Randall)! Stone is working on two crimes at the same time and Parker paces them well so that the first crime (a rape at a local high school) comes to a resolution just as the second crime (a set of serial murders) finally starts to get interesting. No giant car chases or dramatic speeches as this book winds down, but it is satisfying nonetheless.The only complaint I have is Parker's insistence on having dysfunctional romantic relationships dominate Stone's personal life (we love each other but we just can't marry each other because that would stifle us, but we are faithful to one another just like we were married, blah, blah, blah...). This is just like he has done with Spenser, Sunny Randall and Phillip Marlowe. Geez, give it a rest",0,1,0,books
This book is amazing. The writer takes a complex subject and makes it understandable and enjoyable. I found the links between cultures and tradtions to be fascinating--especially the geographic and plant connections between China and Appalachia. I can't wait for David's next book,0,1,0,books
"Tragic yet hilarious, &quot;The Color of Summer&quot; is a bitter frolic through the lives of homosexuals in Fidel Castro's Cuba. Opening with a stunning 50-page play, the farce continues to sing throughout the remaining  pages. The ill-fated sojourns of so many characters are detailed, but  always with a willingness to see the humor within the suffering of men who  seek pleasure despite the risk of punishment by a tyrant and his faithful  firing squads. A nice piece of political commentary aimed at the seat of  Castro's olive-green pants, &quot;The Color of Summer&quot; reveals the  leaks in the dictator's &quot;air-tight&quot; oppressive regime, leaving  Castro at the center of ridicule. With wonderful character development,  gleaming threads of honesty appear within the blanket of mischeivous men  whose tales are told in the most amusingly crass manner",0,1,0,books
I really enjoyed reading this book.  It has reinforced my committment to place my daughter on a primarily plant-based diet.  Who wants a overweight and sick child?  I am so glad this book came out while my child was young so I can implement these good eating habits early on,0,1,0,books
"I bought my first copy of this book 6 years ago, and have purchased dozens of replacement and gift copies since then. It's a wonderful reference for anyone in any situation... it's the one relationship book I've shared that men really appreciate",0,1,0,books
"Furst gives pulsebeats, atmosphere and apprehension to intrigues of the times that few today will imagine. Furst brings us into a world where small nation-states were emerging and influences such The Commintern was conspiring and The League of Nations was seeking legitimacy.  The hearts and minds, the patriotism, of citizens of countries marginalized in today's studies, are experiences that Furst invites his reader to witness.He introduces characters that are gallant in their simplicity and simply dutiful in their gallantry. There is no preparation for this story. A reader need only relax, turn pages and let the arcane history of a period absorb him or her.In my own indulging in historical intrigues, I have experienced no one but Furst who can bring readers into this milieu. He accomplishes this with a guile even more mysterious than his characters. This reader finds himself a pilgrim in Furst's tour, not wondering how did I get here, but enthused to find where he and his characters are going to take me on the next page.In my mind I know it's fiction, but in my heart, I believe I'm there and then",0,1,0,books
"As a futuristic tale Feed reads as a weak prediction of what might be, but understanding this future world is really an allegory for the present human condition rests my doubts.The characters inhabit a world largey created for them, their perceptions, interests and, ultimately, their values maintained and shaped by the Feed.  The Feed is a neural implant installed into a person's brain during early childhood, typically before all major brain regions have matured.  Humans are thus networked as nodes (or terminals) on a distributed computing system run by mega-corporations, irreversably fused with their feed implants.We explore what happens when people are separated from the Feed and how people choose to relate to reality.  This is not breaking new ground, but the delivery has style and wit.  I hoped the author would develop more elements of the story, such as the Coalition of Pity or the cause of the lesions.  But the story only lacks depth if compared to novels for well-read adults - keeping it clear is a wise strategy for a young adult novel and, with that audience in mind, it rates 5 stars.I'll be picking up more titles from this author and plan to have my children read this book when they're in high school",0,1,0,books
"This is an excellent purchase if you are interested in socialdetails; such as, formal titles, losing weight and notablepublic events. Would like to purchase an English title? Detailsare described in the section on Burke's Title & Manorial Auctions.A section describes how to measure your body masse with the BMIfactor (body mass index). The author describes how to lose weight by chewing more gum. There is a NASA site entitled888-85 SPACE for viewing important launches and space events.The book is perfect for a student project.",0,1,0,books
"I kept hearing about these books because ""Spike"" from Buffy reads them but didn't really know why else I should care.  Then I saw the show on SCIFI.  Then I found out the author lives in the town next to mine.  I thought maybe I should read one.  Well the one has gotten me hooked and I'll be plowing through them all I'm sure.  I too compare them to Harry Potter mostly for the magic and wizards but Harry is a lot more fun than Harry Potter.  I love the series but I like the books better.  I understand the changes they made for the series but the books are as usual, much richer and more complex.  Who knew that all the names you've ever heard for Werewolves meant different kinds?  Harry did or he found out from Bob.  The character of Harry is a wonderful throw back to nice old fashioned guys who want to protect women and do the right thing, he just also happens to be a wizard.  I like that in this book you find that there will be something evil that is in the background and will be showing itself as you go forward, it gives you a reason to keep reading, aside from the books just being a lot of fun to read.  I hope Harry stays around for a good long run, I'll be waiting for each new adventure",0,1,0,books
"My 5-year-old daughter and I really like this book.  I like the way it was written and she enjoys the way Angus and the Cat get along (or not) and eventually develop a friendship of sorts.  The book is cleverly written and is a warm story of curiosity, differences, and frienship",0,1,0,books
"I bought this book &quot;a couple of relationships ago&quot; and unearthed it recently.  My guy and I are having more fun going through the book, seeing what we've already done, and getting ideas for future dates (e.g., he's going to teach me how to fence ...).  The ideas range from the free-of-charge to the grandiose, so there's something for everyone.  We have recommended this little volume to numerous friends",0,1,0,books
"This book is a daily reader.  The author's words are at once educational, spiritual, and humane.  Whatever we failed to learn through our formal or informal education and religious training can be made up for in this book.  I cannot envision ever outgrowing this book.  For, as I grow and develop through the years, the words will have different meanings for me",0,1,0,books
"Strand has a knack for great set-ups and one-liners, and suburban dad Andrew Mayhem is the most unique hero in thriller fiction; henpecked, ineffective, and a constant screw-up, but you love the guy.Don't let the nonstop laughs fool you (and there are at least three per page)--there's some really creepy stuff in this book, and the premise is pretty disturbing.Intelligent, humorous, and often scary. I freaking loved it. It's like Dave Barry for gorehounds.",0,1,0,books
"The author first challenges today's Christian education methods, conventional Sunday school and catechetical instruction, which in his eyes have almost failed its purposes for three reasons: 1) content is irrelevant to people's real lives. 2) Students are not engaged in true dialogue and learning. 3) Individualistic pedagogy fails to embrace community learning. Church life in its entirety should be formational instead of informational. The author argues that Christians should learn to perform Christly gestures rather than simply gain historical facts and other people's theological ideas. When Christians value Christly gestures, practice them in the church community, and learn to live them out in the real life with the help of Holy Spirit, transformation happens. Christly Gestures reshapes the very meaning of Christian education, exploring what the form and content of Christian learning would look like if local churches truly saw themselves as the body of Christ.Another point I like about his book is that it equally emphasizes on the formation of spirit, mind, and body, and contends for a deep unity of body and mind, of thought and action. In fact, as Brett discovers, the formation of human body receives the least attention in the fields of religious education and theology. The cons: this book claims to write for lay leaders and local Christian educators, but its writing style, complex theological discussion, and short of practical examples make it more suitable for students and teachers of religious institutions than for Sunday school teachers.",0,1,0,books
"If you haven't read The Good Fairies of New York, and especially if you are a New Yorker, or a New Yorker at heart, stop reading this right now, and immediately put your name on the Amazon.com pre-order list ... The Good Fairies have found their way back home to Amazon.com and to NYC, and everyone around the world is overly excited by the news! I have been addicted to Martin Millar for over ten years. I was one of the lucky few to have purchased a copy of The Good Fairies of New York before it became an out-of-print statistic. Martin has a talent for twisting the logic out of reality, and making you believe his tales are not mere inventions of his fragmented mind, but instead are actual events. The Good Fairies of New York will make you a believer, if not in fairies, at least in Martin's belief that they exist. The Good Fairies is not a child's fairytale, but instead a tale that includes fairies. Martin's forte is writing about characters that are flawed (some physically flawed, all emotionally flawed). Although Martin brings a refreshing childlike innocence in his approach of character development, his books are very adult orientated. He is not afraid to tackle serious subjects using a perverse sense of humor to lighten the mood when life becomes too grim. The Good Fairies will take you on an emotional ride that you will want to re-experience over and over. All of Martin's books should have the following label ... Caution: be forewarned that all it takes is one book to become a Martin Millar junkie",0,1,0,books
Joy is a wonderful speaker (I heard her speak today) and has such a fantastic energy! This book is great with easy to accomplish &quot;nuggets&quot; which will only make your sales and interpersonal skills grow. Definately recommend! Joy IS the spark to get you going,0,1,0,books
"Walzer's historical approach to examining just war theory is, I think, the most useful way to understand morality in war. That is so because empirical facts back up all the philosophical evaluations. Walzer describes experience and draws conslusions here; he is laying a philosophical foundation and implying, if not prescribing, moral norms from which the rules have been extracted. Be forewarned, he does not cut the reader any slack. This book requires some serious attention to the author's train of thought.  Just war theory has two categories: the justice of going to war, and the justice of fighting once in a war. Walzer's discussion usefully and clearly separates the two and examines via historical events what we regard as right and wrong within each sphere. In doing this he has done the modern world a tremendous service. His logical breakdown speaks to thousands of years of tradition about what thinkers have considered right and wrong in war. One of the best outcomes of this landmark work is the complete debunking of the notion that ""all is fair in love and war."" That is the path of least moral resistance (or as Clausewitz would say, ""friction""), yet we all know that soldiers are honored for fighting well and loathed for behaving like armed thugs and murderers. What is amazing from the discusion is the realization that Walzer knows he has to attack that age-old notion, something our collective sense of justice has historically always rejected.  Yet it remains a prevailing idea for many.  Originally coined by the Romans it seems (Walzer quotes them, ""In war the laws are silent""), they themselves were self-consciously contrite over the fates they inflicted on the Greeks and Carthginians.  The book rates five stars for rigorously addressing this issue alone.Some make the mistake of thinking Walzer is a pacifist--far from it.  On the otherside some critics find his argument about ""supreme emergency"" a moral failure and a cop-out.  The case of Nazi Germany is his paradigmatic case of supreme emergency, one where normal rules may be relaxed, if ever so little, because of the especially pernicious nature of state-sponsored genocide.  The same relaxation of restraints would likely apply to Islamic terror. In contrast Walzer does not see Imperial Japan, for instance, as having represented a supreme emergency, and so the atomic bombings and the fire bombings of cities could not be morally justified. Readers may want to compare his view to Paul Fussell's perspective in the essay ""Thank God for the Atom Bomb.""Significantly for current events, readers interested in the distinction between pre-emptive and preventive war will find a well articulated argument here. The US attack on Iraq was and still is often justified as pre-emptive.  That impulse on the part of the neo-conservatives who devised or whipped up the casus belli reflects, I think, a need to cloak a morally questionable war in the robes of legitimacy. There is no way that attack can be justified under the historically accepted norms of ""pre-emption."" Michael Walzer's well-thought distinction between pre-emption and prevention makes sense even in the milieu of asymmetric warfare against terror and Islamic radicalism, and it clearly shows why the Iraq war was a moral mistake from the start, regardless of its practical success down the road, if we are fortunate enough to see that. The moral precedent of engaging in preventive war will continue to haunt America long into the future. The fact that Iraq was not even on the spectrum where the fine line between pre-emption and prevention exists is a telling aspect of the overall ongoing strategic fiasco.  Where one fails to recognize the moral high ground, one is doomed to moral failure. Walzer was vocal about the run-up to war in 2003, and those who read his book would do well to find his comments about the Iraq invasion; they are edifying in terms of understanding the overall argument and where we are going in this role as the world's police force",0,1,0,books
"I got this for my parents, who are opera fans and know classical music, and they really enjoyed this book",0,1,0,books
"In a world congested to overflowing with books, _Leave It to Psmith_ stands alone.My only complaint is Sheed's introduction--how can you bash the author of the book you're introducing??  I suppose it is higher literary criticism, but its effect on me was to make me feel like I'm reading trash only consumed by the undiscriminating public.  ""Nobody ever struggled harder to suppress his genius in the interests of amiable tripe. . . . Wodehouse wrote first and last for money.  If he finally became a sort of artist, it was only because it paid to,"" etc., etc.  It's really too much.  Couldn't Random House find someone better to introduce the book",0,1,0,books
"I bought this book for a 12 yr old but decided to read it first before offering it to her. I'm glad I did. No one should read this book. The first line of this book is the reason I bought it but it went downhill from there. The history lesson was in no way applicable to the book. A story of teenagers in the '70's , the book was rife with drug abuse, family abuse, infidelity, brutality and suicide. I have absolutely no positive feelings about this book. I threw it in the trash when I finished with it.I'm frankly surprised that it got good reviews. Were we reading the same book",1,1,1,books
